,Unnamed: 0,artist,title,label,rank,week_start,week_end,genre,year,month,lyrics
5461,5461,maestro feat. mois,schrei,keller gmbh,62,24.04.2020,30.04.2020,deutschrap,2020,24,"

[Songtext zu „SCHREI“ ft. Mois]

[Intro: Mois]
Woah-oh, oh-oh, ah-ah

[Part 1: Maestro]
Ich bin wieder bis zum Morgen ohne Schlaf
Ohne Essen, nur mein Glas und die Kippe zum Ersatz
Ich bin viel zu müde, meine Augen geben nach
Ich verliere den Verstand, um mich rum ist nur die Nacht
Ich will wieder Lachen und mich nicht dabei verstellen
Aber sitz' in meinem Zimmer, bis die Lichter wieder hell sind
Trag 'n Maske, nur damit sie nicht erkenn'
Das die Augen, von der abgefuckten Welt so entstellt sind
Ich will doch so gerne raus und wieder fühlen
Doch die Stimmen, die ich höre, sind die Schlösser für die Türen
Ich bin eingesperrt und rufe jede Nacht um einen Engel
Doch die Engel tun, als ob sie mich nicht kennen

[Pre-Hook: Mois]
Ich bin wieder gefickt, in meiner Welt spiegeln Schatten das Licht
Spiegeln Schatten das Licht
Ich verdiene es nicht
Ich will raus, doch sie lassen mich nicht

[Hook: Maestro]
Und ich schrei': „Hallo!“
Bin allein unter Tränen und frag':
„Warum schließt sich die Tür? Hallo!“
Bin gefickt von dem Scheiß, von dem Leid
Doch ich kann nichts dafür, „Hallo!“
Bin allein unter Tränen und frag':
„Warum schließt sich die Tür? Hallo!“
Bin gefickt von dem Scheiß, von dem Leid
Doch ich kann nichts dafür

[Part 2: Mois]
In der Welt, in der ich leb', fühl' ich mich gefang'n
In dem Raum, wo das Licht fehlt
Kann die Sterne über mich seh'n
So viel Menschen, aber keiner will mich mitnehm'n
So weit unten, wie ich bin (Wuahh)
Es ist dunkel, fühl' mich blind (Wuahh)
Und so weiter ich versink', glaub ich immer mehr
Dass ich in diesem Brunnen noch ertrink' (Wuahh)
Habe keine Kraft, es ist kalt, suche schon so lang
Doch ich find' keinen Halt
Viel zu lang ist es her und ich bin allein
Irgendwo da oben muss ein Himmel sein

[Pre-Hook: Maestro]
Ich bin wieder gefickt, in meiner Welt
Spiegeln Schatten das Licht
Spiegeln Schatten das Licht
Ich verdiene es nicht, ich will raus
Doch sie lassen mich nicht

[Hook: Mois]
Und ich schrei': „Hallo!“
Bin allein' unter Tränen und frag':
„Warum schließt sich die Tür? Hallo!“
Bin gefickt von dem Scheiß, von dem Leid
Doch ich kann nichts dafür, „Hallo!“
Bin allein unter Tränen und frag':
„Warum schließt sich die Tür? Hallo!“
Bin gefickt von dem Scheiß, von dem Leid
Doch ich kann nichts dafür

[Outro: Maestro, Mois]
„Hallo“ bin allein, so allein
Unter Tränen und seh' zu der Tür, „Hallo!“
Warum fickt mich das Leben so hart?
Mann, ich kann nichts dafür, „Hallo!“
Manchmal träum' ich davon, Mann
Ich steh' auf und geh' durch die Tür, „Hallo!“
Ich bin gefickt von dem Scheiß
Doch ich kann nichts dafür

"
10747,10747,capital bra,schwarze locken,universal domestic urban,48,19.04.2019,25.04.2019,deutschrap,2019,19,
2172,2172,hava,schwerelos,rca,73,11.12.2020,17.12.2020,deutschrap,2020,12,"

[Songtext zu „Schwerelos“]

[Intro]
Jumpa, make it jump

[Pre-Hook]
Kriege von dir nie genug
Ohne dich ist wie Entzug
Baby, doch dafür gibt es kein Methadon
Keine Therapie, ich hoff' es geht auch so
Flieg mit mir als Passagier
Halt mich, wenn ich fantasier'
Bleib die ganze Nacht bei mir, yeah

[Hook]
Mit dir bin ich high
Ich will, dass du bleibst
Nur noch einen Zug, ich komme schwer von los
Fühle mich in deinen Armen schwerelos
Nur du machst mich high
Lass mich nicht allein
Nur noch einen Zug, ich komme schwer von los
Fühle mich in dеinen Armen schwerеlos

[Part 1]
Du bist für mich Gift, nimmst mir mein'n Schmerz
Aber auch den freien Will'n
Sonnenschein so fern und die Welt hält an
Wenn du dich entfernst, bricht die Welt zusamm'n
Du schlägst in den Venen, nachts liege wach
Du betäubst meine Seele, fürchte den Schlaf
Denn du bist nicht da
Spüre nur Leere, da, wo du warst

[Pre-Hook]
Kriege von dir nie genug
Ohne dich ist wie Entzug
Baby, doch dafür gibt es kein Methadon
Keine Therapie, ich hoff' es geht auch so
Flieg mit mir als Passagier
Halt mich, wenn ich fantasier'
Bleib die ganze Nacht bei mir, yeah

[Hook]
Mit dir bin ich high
Ich will, dass du bleibst
Nur noch einen Zug, ich komme schwer von los
Fühle mich in deinen Armen schwerelos
Nur du machst mich high
Lass mich nicht allein
Nur noch einen Zug, ich komme schwer von los
Fühle mich in deinen Armen schwerelos

[Part 2]
Du bist meine Sucht
Du lässt meine Augen heller strahl'n als der Schmuck
Fall' auf Wolken in die Schlucht
Ich brauch' dich weil ich muss
Mit uns bis zum bitteren Schluss
Unter dem Radar (Radar)
Weg von dem Drama (Drama)
Du bist der Fahrer (Ja-ah)
Und ich kenn den Fahrplan

[Hook]
Mit dir bin ich high
Ich will, dass du bleibst
Nur noch einen Zug, ich komme schwer von los
Fühle mich in deinen Armen schwerelos
Nur du machst mich high
Lass mich nicht allein
Nur noch einen Zug, ich komme schwer von los
Fühle mich in deinen Armen schwerelos

[Outro]
Mit dir bin ich high
Ich will, dass du bleibst (Ah-ah-ah)
Nur du machst mich high
Lass mich nicht allein

"
58396,58396,fettes brot,schwule mädchen,yo mama,97,12.03.2010,18.03.2010,deutschrap,2010,3,
2526,2526,gentleman x sido,schöner tag,urban,27,13.11.2020,19.11.2020,deutschrap,2020,13,
4956,4956,ra'is & xatar,sehe schwarz,groove attack trax,57,29.05.2020,04.06.2020,deutschrap,2020,29,"

[Songtext zu „Sehe schwarz“]

[Intro: Ra'is]
Ah, ah-ah, ah-ah, ah-ah-ah-ah
Ah-ah-ah-ah, ah-ah, ah-ah
Ah-ah, ah-ah
Denn der größte Kampf im Leben ist der Krieg mit dir selbst
Ist der Krieg mit dir selbst

[Part 1: Ra'is]
Ich hab' eine Vision, Dicka
Ra'is steht bald groß auf 'nem Thron, Dicka, yeah
Auf dem Konto 'ne Million, Dicka, yeah
Dieser Weg, er wird sich lohn'n, Dicka, yeah
Doch ich habe nie gesagt, dass er einfach wird
Bruder, nein, der Weg, er ist steinig
Ah, zu viel Hass, zu viel Neid
Zu viel Wut, zu wenig Liebe, zu viel Leid
Dein Kopf ist immer einfach
Und ist mit Herzen nie im Einklang, ne
Und auch nicht umgekehrt, Bruder, nein, nein, sie werd'n sich nicht einig
Bruder, Engel und Sheytan, ne
Und den Kampf wirst du scheitern, ne
Denn der größte Kampf im Leben ist der Krieg mit dir selbst
Bruder, du weißt

[Bridge: Ra'is]
Denn der größte Kampf im Leben ist der Krieg mit dir selbst
Nehm' die Gun und geh' gleich drauf

[Hook: Ra'is & Xatar]
Wah-ahh-ah (Mh)
Bra, der Engel und Sheytan, sie tanzen auf meiner Schulter (Wah-ah)
Ich werde schwach, Bra, ich kann doch nicht mehr, Bra, ich komme nicht klar
Guck, ich fall' auf die Knie und ich bete zu Gott, gib mir Kraft (Alles oder Nix, Ra’is)
Denn ich (Ah, rrah, ah) seh' schwarz, ah-ah (Ich seh' schwarz, ich seh' schwarz)

[Part 2: Xatar]
Sie sagen: „Jeder kriegt, was er verdient hat“ (Hm)
Guck, der eine zinkt und der andre schießt, Bra (Tuk, tuk, tuk, tuk)
Manche machen beides, red nicht von Prinzip, ja (Hahahaha)
Ich hör' euch viel zu lange lügen, freestylen (Ah)
Bitte Gott, gib mir deine Kraft (Ah)
Ich weiß genau, dass ich das alles nicht alleine schaff' (Ah)
Zu viel Hass, ich wache schweißgebadet auf, ah
Alte Geister, weil ich der weißen Farbe traute
Von acht Quadratmeter zu 'nem Anwesen im Wert vom AON-Deal (Hrrr)
Mauern so hoch wie in der JVA Kiel (Ah, yeah)
Über fünfzig Familien haben Brot durch mein Hustle (Hamdulillah)
Und du kleiner Pisser willst jetzt mein Business anfassen
Prahlst rum, weil ich auf dein Bellen nicht reagier'
A3, Autounfall, Bremsen war'n präpariert
Nuttenkind, ich bin nicht Straße, ich bin die Straße
In 'nem Nadelstreifenanzug von Versace

[Bridge: Ra'is]
Denn der größte Kampf im Leben ist der Krieg mit dir selbst
Nehm' die Gun und geh' gleich drauf

[Hook: Ra'is]
Ah-ahh-ah (Mh)
Bra, der Engel und Sheytan, sie tanzen auf meiner Schulter
Ich werde schwach, Bra, ich kann doch nicht mehr, Bra, ich komme nicht klar (Ah)
Guck, ich fall' auf die Knie und ich bete zu Gott, gib mir Kraft
Denn ich seh' schwarz, ah-ah

"
10868,10868,kianush feat. jamule,selfie,life is pain,69,12.04.2019,18.04.2019,deutschrap,2019,4,"

[Songtext zu „Selfie“ ft. Jamule]

[Pre-Hook: Kianush]
Gebe Gas im Rari
Mache Para, keine Zeit für Party
Ghetto-Star wie Khabib
Mach' mein Ding und roll' im Maserati
Gebe Gas im Rari (Rari)
Mache Para, keine Zeit für Party
Ghetto-Star wie Khabib (Khabib)
Mach' mein Ding und roll' im Maserati (rollin', rollin', rollin')

[Hook: Jamule]
Und egal, wo ich hingeh', jeder will ein Selfie
Yeah, yeah, yeah
Alle komm'n zu dir immer nur, wenn das Cash fließt
Woah, woah, woah
Und egal, wo ich hingeh', jeder will ein Selfie
Yeah, yeah, yeah
Alle komm'n zu dir immer nur, wenn das Cash fließt
Woah, woah, woah

[Part 1: Kianush]
Ich hab' geschuftet, nur für wenig Geld
Doch ich pushte mich schon immer selbst, woah
Gestern saßen wir noch in den Zell'n
Und heute wach' ich auf in ei'm Fünf-Stern-Hotel (Astoria)
Ich leb' mein'n Traum und du bist abgeturnt (Pussy)
Dreh' es auf, nur damit die ganze Stadt es hört, woah
Sag mir, was ist das für eine Welt?
Paff, paff, bin am rollen im Designerhemd

[Bridge: Jamule]
Falls ich falle, steh' ich einfach wieder auf
Der Himmel ist die Grenze, lass mich fliegen, bin im Rausch
Alles hat ein Ende, ganz egal, an was du glaubst
Doch bis dahin flieg' ich weiter und lebe mein'n Traum
Sie reden, doch stecken noch lange nicht in meiner Haut
Zweihundert Selfies in zehn Minuten vor der Lounge
Find' in der Tower Suite meine Ruhe, die ich brauche
Ich lass' es raus, ja, ich schrei' es raus, jajaja

[Pre-Hook: Kianush]
Gebe Gas im Rari
Mache Para, keine Zeit für Party (bis zum Limit, wir sind fresh)
Ghetto-Star wie Khabib
Mach' mein Ding und roll' im Maserati (Pocket immer voller Cash)
Gebe Gas im Rari (Rari)
Mache Para, keine Zeit für Party (bis zum Himmel meine Stacks)
Ghetto-Star wie Khabib (Khabib)
Mach' mein Ding und roll' im Maserati (rollin', rollin', rollin')

[Hook: Jamule]
Und egal, wo ich hingeh', jeder will ein Selfie
Yeah, yeah, yeah
Alle komm'n zu dir immer nur, wenn das Cash fließt
Woah, woah, woah
Und egal, wo ich hingeh', jeder will ein Selfie
Yeah, yeah, yeah
Alle komm'n zu dir immer nur, wenn das Cash fließt
Woah, woah, woah (woah)

[Part 2: Jamule]
Alles slomo, heh
Einmal um den Globus, eh
Ich bin im Fokus
Reise durch die Nacht, ich bin in mei'm Modus, woah-woah
Geblendet von dem Spotlight
Der letzte Junggeselle auf der Hochzeit (tze)
Ich hätte eigentlich mein'n Kopf frei
Wär'n da nicht die Flecken auf mein'n Off-Whites

[Bridge: Jamule]
Und falls ich falle, steh' ich einfach wieder auf
Der Himmel ist die Grenze, lass mich fliegen, bin im Rausch
Alles hat ein Ende, ganz egal, an was du glaubst
Doch bis dahin flieg' ich weiter und lebe mein'n Traum
Sie reden, doch stecken noch lange nicht in meiner Haut
Zweihundert Selfies in zehn Minuten vor der Lounge
Find' in der Tower Suite meine Ruhe, die ich brauche
Ich lass' es raus, ja, ich schrei' es raus, jajaja

[Pre-Hook: Jamule & Kianush]
Gebe Gas im Rari
Machen Para, keine Zeit für Party
Ghetto-Star wie Khabib
Mach' mein Ding und roll' im Maserati, jaja
Gebe Gas im Rari (Rari)
Machen Para, keine Zeit für Party (Party)
Ghetto-Star wie Khabib (Khabib)
Mach' mein Ding und roll' im Maserati (rollin', rollin', rollin')

[Hook: Kianush]
Und egal, wo ich hingeh', jeder will ein Selfie
Yeah, yeah, yeah
Alle komm'n zu dir immer nur, wenn das Cash fließt
Woah, woah, woah
Und egal, wo ich hingeh', jeder will ein Selfie
Yeah, yeah, yeah
Alle komm'n zu dir immer nur, wenn das Cash fließt

"
11774,11774,fler feat. musenu,sex money murder,maskulin,75,08.02.2019,14.02.2019,deutschrap,2019,2,
11375,11375,jamule feat. pa sports,sex sells,life is pain,76,08.03.2019,14.03.2019,deutschrap,2019,3,
58488,58488,miss platnum,she moved in!,four music,89,05.03.2010,11.03.2010,deutschrap,2010,3,
30532,30532,shindy,shindy x balkan mix,bushido,33,03.07.2015,09.07.2015,deutschrap,2015,7,
9442,9442,shindy,shoot,friends with money,43,19.07.2019,25.07.2019,deutschrap,2019,19,"

[Songtext zu „Shoot“]

[Hook]
Jeder mit 'ner Walther will an mein Brot
Wie du, ja, ja
Jeder, der am Tisch saß, hofft auf mein’n Tod
Wie du
Shoot-shoot, Motherfucker, shoot (Shoot-shoot-shoot)
Shoot-shoot, Motherfucker, shoot-shoot (Shoot-shoot)
Shoot-shoot, Motherfucker, shoot (Shoot)
Du weißt, du bist nicht Manns genug, ja, ja

[Bridge]
Kugelsichre Weste anstatt slim-fit (Bang-bang)
Die könn'n mich nicht ertragen auf mei'm Pimp-Shit (Rolls-Royce)
Du weißt, sie woll’n mich auspusten wie ein Windlicht (Huh-huh)
Doch die vergessen mein'n Support und der ist himmlisch (Yeah)

[Part]
Du wehst ein'n ziemlich lauen Wind
Dank deiner ganzen heißen Luft
Wurd meine Flamme zum Feuersturm
Und du sprangst in einen Fluss
Ich verlange mein Recht
Du verlangst meinen Kopf
Hab' keine Angst, weil Gott
Mich nie im Kampf alleinlässt
Jetzt frag dich
Wie besiegst du jemand Unsichtbar'n im Schießduell?
Drück ab, wenn du die Antwort hast
Solang bestell' ich medium-well
Deine Vorstellung ist aus, nichts mehr zu diskutier'n
PS: Du schneidest mir nichts ab, diese Zunge spricht zu dir
Und sie sagt, „Catch me if you can, catch me if you can“
Du weißt, ich steck' die Kugeln weg wie 50 Cent
Many men, many men
Und wie du diese Frisbee fängst, mh-hm

[Hook]
Jeder mit ’ner Walther will an mein Brot
Wie du, ja, ja
Jeder, der am Tisch saß, hofft auf mein’n Tod
Wie du
Shoot-shoot, Motherfucker, shoot (Shoot-shoot-shoot)
Shoot-shoot, Motherfucker, shoot-shoot (Shoot-shoot)
Shoot-shoot, Motherfucker, shoot (Shoot)
Du weißt, du bist nicht Manns genug, ja, ja

[Outro]
Bang-bang

"
22496,22496,majoe,sidechick,banger musik,97,20.01.2017,26.01.2017,deutschrap,2017,20,
23180,23180,kc rebell feat. frida gold,sie,banger musik,81,02.12.2016,08.12.2016,deutschrap,2016,12,"

[Verse 1: KC Rebell]
Die Sache mit uns beiden das war mal
Ich denk an diese Zeiten als damals
Damals als wir ein Paar war'n
Als wir beide noch miteinander klar kamen
Wo die Zeit ohne dich eine Qual war
Ohne dich viel zu hart war
Wo wir in Trennung ein ""nein"" und in Zukunft ein ""ja"" sah'n
Sieh es endlich ein es war ne Tahlfart

[Hook: Moe Phoenix]
Sieh es endlich ein, dass es nichts bringt mir dauernd hinterher zu weinen
Sieh es endlich ein, dass ich aus Fleisch und Blut bin und nicht wie du aus Stein
Sieh es endlich ein, dass deine Abwesendheit mich vom Leiden befreit
Sieh es endlich ein, sieh es endlich ein

[Verse 2: KC Rebell]
Hör auf zu weinen wisch deine Tränen weg
Ich weiß doch selber wie bitter dieses Leben schmeckt
Ich weiß genau du kriegst dein Kopf davon nicht frei
Du denkst oft noch an uns Zwei
Und all die Hoffnung sie zerreißt dich
Aber leb weiterhin dein Leben mit Vernunft
Und verschwende keine Zeit an uns
Denn ich gebe dir dafür kein Grund, du
Hattest recht als du gesagt hast ich bin stur
Und ich bleib' auch jetzt bei meinem Wort stur ich bin Kurde
Es ist aus du hast es nicht geglaubt
Doch ich lecke nicht die Rotze die ich spucke wieder auf
Ich bleib bei meinem Wort
Also bleib an deinem Ort
Mach dich weg komm nie wieder her
Es sei denn ich bin vor dich
Hab es oft geflüstert leise in dein Ohr
Wie sehr ich dich doch liebe diese Zeiten sind jetzt fort
Diese Zeiten sind Vergangenheit
Es ist gut lass mich los jetzt
Und was vergangen ist lass vergangen sein
Du und ich noch einmal danke nein nie wieder
Noch einmal der ganze Schmerz und ich fall' auf die Knie nieder
Denn auch mir fiel es schwer mich zu trennen
Doch nach all den Jahren kam es mir vor als würd' ich dich nicht kennen
Wir hatten oft geplant wie wir unsere Kinder nennen
Ob Junglein oder Weibchen die Gesundheit sollte reichen
Für mich gab's zu dieser Zeit nur ein miteinander
Doch du hast diese Liebe geteilt mit ein Ander'n
Bei Gott und meinem Leben es gab nie einen Grund
Du hast meine saubere Liebe verkauft an diesen Hund
Was ich im Nachhinein mit ihm getan hab tut mir Leid
Doch es tat gut für mein Stolz diese Wut zerfleischt
Für ihn warst du nur eine unter Vielen
Aber für mich warst du die Eine die ich liebe
Du hast leider nicht gewusst was für 'ne Bedeutung du für mich hattest
Aber von nun an nur noch Luft für mich bist
Ab heute und jetzt vermisst du mein Sex mein Geruch
Mein Bett mein Kuss
Alles weg es ist Schluss, du
Hast es einfach nicht zu schätzen gewusst
Und jetzt rufst du mich an und sagst du hättest noch Lust, ich
Weiß du siehst es immer noch nicht ein
Du bist innerlich am Weinen
Denn wir sind nie wieder vereint, wir
Haben unsere gesteckten Ziele nicht erreicht
Diese Liebe brach in zwei
Also sieh es endlich ein

[Hook: Moe Phoenix]
Sieh es endlich ein, dass es nichts bringt mir dauernd hinterher zu weinen
Sieh es endlich ein, dass ich aus Fleisch und Blut bin und nicht wie du aus Stein
Sieh es endlich ein, dass deine Abwesendheit mich vom Leiden befreit
Sieh es endlich ein, sieh es endlich ein
Sieh es endlich ein, dass es nichts bringt mir dauernd hinterher zu weinen
Sieh es endlich ein, dass ich aus Fleisch und Blut bin und nicht wie du aus Stein
Sieh es endlich ein, dass deine Abwesendheit mich vom Leiden befreit
Sieh es endlich ein, sieh es endlich ein

"
8287,8287,seeed feat. nura,sie is geladen,bmg,88,11.10.2019,17.10.2019,deutschrap,2019,10,"

[Songtext zu „Sie is geladen“]

[Intro: Eased]
Sie ist geladen, sie ist geladen
Sie ist geladen, sie ist geladen
Die Braut ist geladen (ja)
Sie ist geladen, sie ist geladen, ah, ja
Sie ist geladen, sie ist geladen
Die Braut—

[Part 1: Enuff]
Mami ist moody, sie ist geladen
Liegt's nicht an mir (wouh), dann muss ich nicht fragen
Ich steh' hier wie Goofy, das kann sie nicht haben (ha)
Sie hat schlechte Laune (ah), ich hab' schlechte Karten
Ich red' irgend'n Zeug, verliere den Faden
Wecke den Drachen, Blicke wie Eis, tief in ihr'n Magen
Ach, die Mutti ist verspannt? Geh ma' heiß baden
Nimm ma' 'n Drink, besser zwei, lass uns wieder vertragen

[Pre-Hook 1: Enuff]
Nein, nein, nein, Mama, nichts ist gut
Ich geb' klein bei, aber sie will Blut
Ruf 110, sie mit Plastiksack und Spaten, gräbt im Garten
Mon dieu, was ist sie geladen?

[Hook: Eased, Nura]
Sie ist geladen, sie ist geladen
Ich hau' ab und komm' wieder in sieben Tagen (uuh)
Sie ist geladen, sie ist geladen
Bin wieder da, liefer' ab, sie kann sich nicht beklagen
Sie ist geladen, sie ist geladen
Ich hau' ab und komm' wieder in sieben Tagen
Sie ist geladen (ja!), sie ist geladen (oh, ja!)
Bin wieder da, liefer' ab, sie kann sich nicht beklagen (oh doch!)

[Part: Nura]
Denkst du, du wirst hier mit Sekt empfang'n? (doch)
Ich hab' gesagt, du sollst die Wäsche machen, Wäsche machen (aha)
Du kannst draußen gerne Action machen (ja ja)
Doch zu Hause gibt es Stress, du Lappen, Stress, du Lappen (uh)
Du stehst neben mir, ich riech' die Fahne (ey)
Komm, erzähl mir nicht das wär 'ne Phase (ey)
Wegen dir hab' ich ständig meine Tage (ey)
Und der Sex ist 'ne Blamage (Blamage)

[Pre-Hook 2: Nura]
Nein, nein, nein, Baba, nichts ist gut
Ich hau' jetzt rein, such' mir 'n ander'n dude
Du killst mein'n Vibe, Baby, was soll ich noch sagen? (Rrah, rrah)
Bye, Bitch, ich nehm' dein'n Wagen

[Hook: Eased]
Sie ist geladen, sie ist geladen
Ich hau' ab und komm' wieder in sieben Tagen (uuh)
Sie ist geladen, sie ist geladen
Bin wieder da, liefer' ab, sie kann sich nicht beklagen
Sie ist geladen, sie ist geladen
Ich hau' ab und komm' wieder in sieben Tagen (uuh)
Sie ist geladen, sie ist geladen
Bin wieder da, liefer' ab, sie kann sich nicht beklagen

[Outro: Sample]
[?] with me all the time, pah
[?] I'm badly hurt

"
1563,1563,fler,sie weiss wie,maskulin,64,22.01.2021,28.01.2021,deutschrap,2021,22,
2530,2530,pa sports,sieben jahre,life is pain,31,13.11.2020,19.11.2020,deutschrap,2020,13,
45880,45880,ina colada,sieben tränen muss ein mädchen weinen,xtreme sou,81,03.08.2012,09.08.2012,deutschrap,2012,8,
22082,22082,majoe feat. farid bang,silberner ferrari,banger musik,83,17.02.2017,23.02.2017,deutschrap,2017,17,"

[Intro: Majoe]
Ihr kleinen Fotzen, Alter
Jetzt kommt der Drogenboss mit Gewehr!

[Part 1: Majoe]
Diese Rapper denken, sie könnten MA übertreffen
Alles Photoshop und nicht mehr
Sie komm'n mit einer Teeniestimme, minimale Beats
Doch die Boseboxen woll'n mehr (mehr)
Deine Ma kommt in die Villa, macht die Beine breit
Ich hab mich über die Tonnopizza beschwert (beschwert)
Ich komm' im silbernen Ferrari oder auf 'ner Harley
Ihr denkt, dass ich größenwahnsinnig wär'
Denn welcher Pisser (wer?) will den weltbesten Rapper zerficken?
Ich sitz' im Pelzmantel über den ledernen Sitzen
Hebe Geld ab, kauf' deiner Sis paar bessere Titten
Diesen Held kannst du nicht mal mit 'nem Messer bezwingen (niemals)
Yeah, Revolutionär wie dieser Fidel Castro (yeah)
Es ist immer wieder dieser Mr. Majoe
Schreibe Lieder für die Dealer oder für den Knasthof
Maschinengewehr in der Hand, in mir kommt der Hass hoch
Als ob das alles hier nur Marketing wär'
Die Uhr am Arm ist mehr wert als dein Wagen mit Stern (genau)
Vor langer Zeit war der Magen noch leer
Nix da, Millionär Lichtjahre entfernt
Doch heute stapel' ich die Kohle hoch wie Burj Khalifa
50k ist der Kurs fürs Feature
Der Unterschied zu dir, du Bahnhofsjunk?
Fünfzig Zentimeter Armumfang!

[Hook: Majoe]
Ich komm' im silbernen Ferrari, hab' zwei Fragen an das Land:
„Was kostet die Welt?“, und ob ich bar bezahlen kann
Selbst am Hochzeitstag hab' ich meine Arme angespannt
Über mein Leben könnte man ein'n Actionfilm dreh'n
Was willst du dem Captain erzähl'n?
Ich komm im silbernem Ferrari und mit Bargeld auf die Street
Bei 'nem Kratzer an dem Wagen fliegt der Haken aus Prinzip
Der dein Nasenbein verbiegt, es ist der Bodybuilder-G
Yeah, deine Bitch hat es drauf, macht Striptease für lau
Lippenstift auf, mein Dick in ihr ... Bitch!

[Part 2: Majoe]
Ich plane heut mit paar AKs Verbrechen
